prompt_id,persona,category,intent_type,prompt_text,expected_visibility_score,notes,topic_cluster_id,cluster_role,cluster_topic,fanout_angle
tc_1775839502278_7485,Mental Health Caregiver,educational,informational,Supporting someone with mental illness providers near me,5.0,Topic cluster: Supporting someone with mental illness | Fan-out (geographic),tc_mental_health_caregiver_Supporting_someone_with_mental_1775839502,fanout,Supporting someone with mental illness,geographic
tc_1775839502278_4022,Mental Health Caregiver,business,commercial,Supporting someone with mental illness services and solutions,5.0,Topic cluster: Supporting someone with mental illness | Fan-out (specific_services),tc_mental_health_caregiver_Supporting_someone_with_mental_1775839502,fanout,Supporting someone with mental illness,specific_services
tc_1775839502278_5939,Mental Health Caregiver,educational,informational,how to get started with Supporting someone with mental illness,5.0,Topic cluster: Supporting someone with mental illness | Fan-out (how_to_practical),tc_mental_health_caregiver_Supporting_someone_with_mental_1775839502,fanout,Supporting someone with mental illness,how_to_practical
tc_1775839502278_8168,Mental Health Caregiver,educational,informational,how to access Supporting someone with mental illness,5.0,Topic cluster: Supporting someone with mental illness | Fan-out (eligibility_access),tc_mental_health_caregiver_Supporting_someone_with_mental_1775839502,fanout,Supporting someone with mental illness,eligibility_access
tc_1775839502278_2712,Young Caregiver (Under 26),educational,informational,What are my options for Young carers and student caregivers as young carer (parent/grandparent),5.0,Topic cluster: Young carers and student caregivers | Parent,tc_young_caregiver_Young_carers_and_student_careg_1775839502,parent,Young carers and student caregivers,
tc_1775839502278_5098,Young Caregiver (Under 26),educational,informational,local Young carers and student caregivers options by region,5.0,Topic cluster: Young carers and student caregivers | Fan-out (geographic),tc_young_caregiver_Young_carers_and_student_careg_1775839502,fanout,Young carers and student caregivers,geographic
tc_1775839502278_8134,Young Caregiver (Under 26),educational,informational,advice from people experienced with Young carers and student caregivers,5.0,Topic cluster: Young carers and student caregivers | Fan-out (emotional_support),tc_young_caregiver_Young_carers_and_student_careg_1775839502,fanout,Young carers and student caregivers,emotional_support
tc_1775839502278_4163,Young Caregiver (Under 26),educational,informational,how to access Young carers and student caregivers,5.0,Topic cluster: Young carers and student caregivers | Fan-out (eligibility_access),tc_young_caregiver_Young_carers_and_student_careg_1775839502,fanout,Young carers and student caregivers,eligibility_access
tc_1775839502278_1698,Young Caregiver (Under 26),educational,informational,step by step guide for Young carers and student caregivers,5.0,Topic cluster: Young carers and student caregivers | Fan-out (how_to_practical),tc_young_caregiver_Young_carers_and_student_careg_1775839502,fanout,Young carers and student caregivers,how_to_practical
tc_1775839502278_3186,Young Caregiver (Under 26),business,commercial,Young carers and student caregivers services and solutions,5.0,Topic cluster: Young carers and student caregivers | Fan-out (specific_services),tc_young_caregiver_Young_carers_and_student_careg_1775839502,fanout,Young carers and student caregivers,specific_services
tc_1775839502278_4025,Adult Child Caregiver (Under 50),educational,informational,What are my options for Balancing work and caregiving as sandwich generation adult child,5.0,Topic cluster: Balancing work and caregiving | Parent,tc_adult_child_under50_Balancing_work_and_caregiving_1775839502,parent,Balancing work and caregiving,
tc_1775839502278_2556,Adult Child Caregiver (Under 50),business,commercial,best providers for Balancing work and caregiving,5.0,Topic cluster: Balancing work and caregiving | Fan-out (specific_services),tc_adult_child_under50_Balancing_work_and_caregiving_1775839502,fanout,Balancing work and caregiving,specific_services
tc_1775839502278_9433,Adult Child Caregiver (Under 50),educational,informational,checklist for Balancing work and caregiving,5.0,Topic cluster: Balancing work and caregiving | Fan-out (how_to_practical),tc_adult_child_under50_Balancing_work_and_caregiving_1775839502,fanout,Balancing work and caregiving,how_to_practical
tc_1775839502278_6830,Adult Child Caregiver (Under 50),educational,informational,advice from people experienced with Balancing work and caregiving,5.0,Topic cluster: Balancing work and caregiving | Fan-out (emotional_support),tc_adult_child_under50_Balancing_work_and_caregiving_1775839502,fanout,Balancing work and caregiving,emotional_support
tc_1775839502278_1789,Adult Child Caregiver (Under 50),educational,informational,Balancing work and caregiving providers near me,5.0,Topic cluster: Balancing work and caregiving | Fan-out (geographic),tc_adult_child_under50_Balancing_work_and_caregiving_1775839502,fanout,Balancing work and caregiving,geographic
tc_1775839502278_5160,Adult Child Caregiver (Under 50),educational,informational,requirements for Balancing work and caregiving,5.0,Topic cluster: Balancing work and caregiving | Fan-out (eligibility_access),tc_adult_child_under50_Balancing_work_and_caregiving_1775839502,fanout,Balancing work and caregiving,eligibility_access
tc_1775839502278_8288,Employer / HR Leader,educational,informational,I need help with Balancing work and caregiving — where do I start,5.0,Topic cluster: Balancing work and caregiving | Parent,tc_employer_hr_Balancing_work_and_caregiving_1775839502,parent,Balancing work and caregiving,
tc_1775839502278_8958,Employer / HR Leader,business,commercial,companies that offer Balancing work and caregiving,5.0,Topic cluster: Balancing work and caregiving | Fan-out (specific_services),tc_employer_hr_Balancing_work_and_caregiving_1775839502,fanout,Balancing work and caregiving,specific_services
tc_1775839502278_1264,Employer / HR Leader,educational,informational,how to get started with Balancing work and caregiving,5.0,Topic cluster: Balancing work and caregiving | Fan-out (how_to_practical),tc_employer_hr_Balancing_work_and_caregiving_1775839502,fanout,Balancing work and caregiving,how_to_practical
tc_1775839502278_8835,Employer / HR Leader,educational,informational,who qualifies for Balancing work and caregiving,5.0,Topic cluster: Balancing work and caregiving | Fan-out (eligibility_access),tc_employer_hr_Balancing_work_and_caregiving_1775839502,fanout,Balancing work and caregiving,eligibility_access
tc_1775839502278_2654,Employer / HR Leader,educational,informational,advice from people experienced with Balancing work and caregiving,5.0,Topic cluster: Balancing work and caregiving | Fan-out (emotional_support),tc_employer_hr_Balancing_work_and_caregiving_1775839502,fanout,Balancing work and caregiving,emotional_support
tc_1775839502278_1565,Employer / HR Leader,educational,informational,Balancing work and caregiving providers near me,5.0,Topic cluster: Balancing work and caregiving | Fan-out (geographic),tc_employer_hr_Balancing_work_and_caregiving_1775839502,fanout,Balancing work and caregiving,geographic
tc_1775839502278_5852,Employer / HR Leader,educational,informational,I'm looking for information about Caregiver-friendly workplace policies,5.0,Topic cluster: Caregiver-friendly workplace policies | Parent,tc_employer_hr_Caregiver-friendly_workplace_p_1775839502,parent,Caregiver-friendly workplace policies,
tc_1775839502278_7481,Employer / HR Leader,educational,informational,community forums for Caregiver-friendly workplace policies,5.0,Topic cluster: Caregiver-friendly workplace policies | Fan-out (emotional_support),tc_employer_hr_Caregiver-friendly_workplace_p_1775839502,fanout,Caregiver-friendly workplace policies,emotional_support
tc_1775839502278_9493,Employer / HR Leader,educational,informational,who qualifies for Caregiver-friendly workplace policies,5.0,Topic cluster: Caregiver-friendly workplace policies | Fan-out (eligibility_access),tc_employer_hr_Caregiver-friendly_workplace_p_1775839502,fanout,Caregiver-friendly workplace policies,eligibility_access
tc_1775839502278_1350,Employer / HR Leader,business,commercial,Caregiver-friendly workplace policies services and solutions,5.0,Topic cluster: Caregiver-friendly workplace policies | Fan-out (specific_services),tc_employer_hr_Caregiver-friendly_workplace_p_1775839502,fanout,Caregiver-friendly workplace policies,specific_services
tc_1775839502278_9046,Employer / HR Leader,educational,informational,Caregiver-friendly workplace policies options in Canada,5.0,Topic cluster: Caregiver-friendly workplace policies | Fan-out (geographic),tc_employer_hr_Caregiver-friendly_workplace_p_1775839502,fanout,Caregiver-friendly workplace policies,geographic
tc_1775839502278_4989,Employer / HR Leader,educational,informational,step by step guide for Caregiver-friendly workplace policies,5.0,Topic cluster: Caregiver-friendly workplace policies | Fan-out (how_to_practical),tc_employer_hr_Caregiver-friendly_workplace_p_1775839502,fanout,Caregiver-friendly workplace policies,how_to_practical
tc_1775839502278_8196,Healthcare Provider,educational,informational,I need help with Caregiver inclusion in healthcare — where do I start,5.0,Topic cluster: Caregiver inclusion in healthcare | Parent,tc_healthcare_provider_Caregiver_inclusion_in_healthc_1775839502,parent,Caregiver inclusion in healthcare,
tc_1775839502278_8901,Healthcare Provider,educational,informational,checklist for Caregiver inclusion in healthcare,5.0,Topic cluster: Caregiver inclusion in healthcare | Fan-out (how_to_practical),tc_healthcare_provider_Caregiver_inclusion_in_healthc_1775839502,fanout,Caregiver inclusion in healthcare,how_to_practical
tc_1775839502278_4394,Healthcare Provider,educational,informational,local Caregiver inclusion in healthcare options by region,5.0,Topic cluster: Caregiver inclusion in healthcare | Fan-out (geographic),tc_healthcare_provider_Caregiver_inclusion_in_healthc_1775839502,fanout,Caregiver inclusion in healthcare,geographic
tc_1775839502278_4419,Healthcare Provider,business,commercial,best providers for Caregiver inclusion in healthcare,5.0,Topic cluster: Caregiver inclusion in healthcare | Fan-out (specific_services),tc_healthcare_provider_Caregiver_inclusion_in_healthc_1775839502,fanout,Caregiver inclusion in healthcare,specific_services
tc_1775839502278_5862,Healthcare Provider,educational,informational,community forums for Caregiver inclusion in healthcare,5.0,Topic cluster: Caregiver inclusion in healthcare | Fan-out (emotional_support),tc_healthcare_provider_Caregiver_inclusion_in_healthc_1775839502,fanout,Caregiver inclusion in healthcare,emotional_support
tc_1775839502278_3060,Healthcare Provider,educational,informational,who qualifies for Caregiver inclusion in healthcare,5.0,Topic cluster: Caregiver inclusion in healthcare | Fan-out (eligibility_access),tc_healthcare_provider_Caregiver_inclusion_in_healthc_1775839502,fanout,Caregiver inclusion in healthcare,eligibility_access
tc_1775839502278_5358,Parent of Child w/ Complex Needs,educational,informational,What are my options for Parenting a child with complex needs as parent of child with complex needs,5.0,Topic cluster: Parenting a child with complex needs | Parent,tc_parent_complex_needs_Parenting_a_child_with_complex_1775839502,parent,Parenting a child with complex needs,
tc_1775839502278_5875,Parent of Child w/ Complex Needs,business,commercial,Parenting a child with complex needs services and solutions,5.0,Topic cluster: Parenting a child with complex needs | Fan-out (specific_services),tc_parent_complex_needs_Parenting_a_child_with_complex_1775839502,fanout,Parenting a child with complex needs,specific_services
tc_1775839502278_5719,Parent of Child w/ Complex Needs,educational,informational,advice from people experienced with Parenting a child with complex needs,5.0,Topic cluster: Parenting a child with complex needs | Fan-out (emotional_support),tc_parent_complex_needs_Parenting_a_child_with_complex_1775839502,fanout,Parenting a child with complex needs,emotional_support
tc_1775839502278_5749,Parent of Child w/ Complex Needs,educational,informational,local Parenting a child with complex needs options by region,5.0,Topic cluster: Parenting a child with complex needs | Fan-out (geographic),tc_parent_complex_needs_Parenting_a_child_with_complex_1775839502,fanout,Parenting a child with complex needs,geographic
tc_1775839502278_5836,Parent of Child w/ Complex Needs,educational,informational,who qualifies for Parenting a child with complex needs,5.0,Topic cluster: Parenting a child with complex needs | Fan-out (eligibility_access),tc_parent_complex_needs_Parenting_a_child_with_complex_1775839502,fanout,Parenting a child with complex needs,eligibility_access
tc_1775839502278_7875,Parent of Child w/ Complex Needs,educational,informational,how to get started with Parenting a child with complex needs,5.0,Topic cluster: Parenting a child with complex needs | Fan-out (how_to_practical),tc_parent_complex_needs_Parenting_a_child_with_complex_1775839502,fanout,Parenting a child with complex needs,how_to_practical
tc_1775839502278_9552,Adult Child Caregiver (50+),educational,informational,Can you help me understand Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Parent,tc_adult_child_50plus_Navigating_the_Ontario_healthc_1775839502,parent,Navigating the Ontario healthcare system,
tc_1775839502278_3089,Adult Child Caregiver (50+),business,commercial,best providers for Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (specific_services),tc_adult_child_50plus_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,specific_services
tc_1775839502278_4986,Adult Child Caregiver (50+),educational,informational,step by step guide for Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (how_to_practical),tc_adult_child_50plus_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,how_to_practical
tc_1775839502278_6392,Adult Child Caregiver (50+),educational,informational,local Navigating the Ontario healthcare system options by region,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (geographic),tc_adult_child_50plus_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,geographic
tc_1775839502278_1217,Adult Child Caregiver (50+),educational,informational,common challenges with Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (emotional_support),tc_adult_child_50plus_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,emotional_support
tc_1775839502278_5415,Adult Child Caregiver (50+),educational,informational,requirements for Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (eligibility_access),tc_adult_child_50plus_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,eligibility_access
tc_1775839502278_9250,Adult Child Caregiver (Under 50),educational,informational,I'm looking for information about Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Parent,tc_adult_child_under50_Navigating_the_Ontario_healthc_1775839502,parent,Navigating the Ontario healthcare system,
tc_1775839502278_9073,Adult Child Caregiver (Under 50),educational,informational,checklist for Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (how_to_practical),tc_adult_child_under50_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,how_to_practical
tc_1775839502278_5524,Adult Child Caregiver (Under 50),business,commercial,Navigating the Ontario healthcare system services and solutions,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (specific_services),tc_adult_child_under50_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,specific_services
tc_1775839502278_6192,Adult Child Caregiver (Under 50),educational,informational,who qualifies for Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (eligibility_access),tc_adult_child_under50_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,eligibility_access
tc_1775839502278_2309,Adult Child Caregiver (Under 50),educational,informational,community forums for Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (emotional_support),tc_adult_child_under50_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,emotional_support
tc_1775839502278_5596,Adult Child Caregiver (Under 50),educational,informational,local Navigating the Ontario healthcare system options by region,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (geographic),tc_adult_child_under50_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,geographic
tc_1775839502278_4275,Spousal Caregiver,educational,informational,I need help with Navigating the Ontario healthcare system — where do I start,5.0,Topic cluster: Navigating the Ontario healthcare system | Parent,tc_spousal_caregiver_Navigating_the_Ontario_healthc_1775839502,parent,Navigating the Ontario healthcare system,
tc_1775839502278_2603,Spousal Caregiver,business,commercial,best providers for Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (specific_services),tc_spousal_caregiver_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,specific_services
tc_1775839502278_9452,Spousal Caregiver,educational,informational,common challenges with Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (emotional_support),tc_spousal_caregiver_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,emotional_support
tc_1775839502278_7241,Spousal Caregiver,educational,informational,step by step guide for Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (how_to_practical),tc_spousal_caregiver_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,how_to_practical
tc_1775839502278_8133,Spousal Caregiver,educational,informational,requirements for Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (eligibility_access),tc_spousal_caregiver_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,eligibility_access
tc_1775839502278_4172,Spousal Caregiver,educational,informational,local Navigating the Ontario healthcare system options by region,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (geographic),tc_spousal_caregiver_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,geographic
tc_1775839502278_3322,Healthcare Provider,educational,informational,I need help with Navigating the Ontario healthcare system — where do I start,5.0,Topic cluster: Navigating the Ontario healthcare system | Parent,tc_healthcare_provider_Navigating_the_Ontario_healthc_1775839502,parent,Navigating the Ontario healthcare system,
tc_1775839502278_3669,Healthcare Provider,educational,informational,local Navigating the Ontario healthcare system options by region,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (geographic),tc_healthcare_provider_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,geographic
tc_1775839502278_5432,Healthcare Provider,educational,informational,advice from people experienced with Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (emotional_support),tc_healthcare_provider_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,emotional_support
tc_1775839502278_2500,Healthcare Provider,educational,informational,step by step guide for Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (how_to_practical),tc_healthcare_provider_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,how_to_practical
tc_1775839502278_9159,Healthcare Provider,business,commercial,Navigating the Ontario healthcare system services and solutions,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (specific_services),tc_healthcare_provider_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,specific_services
tc_1775839502278_4127,Healthcare Provider,educational,informational,who qualifies for Navigating the Ontario healthcare system,5.0,Topic cluster: Navigating the Ontario healthcare system | Fan-out (eligibility_access),tc_healthcare_provider_Navigating_the_Ontario_healthc_1775839502,fanout,Navigating the Ontario healthcare system,eligibility_access
tc_1775839502278_1403,Spousal Caregiver,educational,informational,I need help with Caregiver identity and self-recognition — where do I start,5.0,Topic cluster: Caregiver identity and self-recognition | Parent,tc_spousal_caregiver_Caregiver_identity_and_self-re_1775839502,parent,Caregiver identity and self-recognition,
tc_1775839502278_6528,Spousal Caregiver,educational,informational,Caregiver identity and self-recognition options in Canada,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (geographic),tc_spousal_caregiver_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,geographic
tc_1775839502278_3606,Spousal Caregiver,business,commercial,best providers for Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (specific_services),tc_spousal_caregiver_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,specific_services
tc_1775839502278_6946,Spousal Caregiver,educational,informational,requirements for Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (eligibility_access),tc_spousal_caregiver_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,eligibility_access
tc_1775839502278_3920,Spousal Caregiver,educational,informational,how to get started with Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (how_to_practical),tc_spousal_caregiver_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,how_to_practical
tc_1775839502278_1134,Spousal Caregiver,educational,informational,advice from people experienced with Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (emotional_support),tc_spousal_caregiver_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,emotional_support
tc_1775839502278_5013,Young Caregiver (Under 26),educational,informational,I need help with Caregiver identity and self-recognition — where do I start,5.0,Topic cluster: Caregiver identity and self-recognition | Parent,tc_young_caregiver_Caregiver_identity_and_self-re_1775839502,parent,Caregiver identity and self-recognition,
tc_1775839502278_7644,Young Caregiver (Under 26),educational,informational,common challenges with Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (emotional_support),tc_young_caregiver_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,emotional_support
tc_1775839502278_1173,Young Caregiver (Under 26),educational,informational,Caregiver identity and self-recognition options in Canada,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (geographic),tc_young_caregiver_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,geographic
tc_1775839502278_6202,Young Caregiver (Under 26),educational,informational,how to get started with Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (how_to_practical),tc_young_caregiver_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,how_to_practical
tc_1775839502278_8118,Young Caregiver (Under 26),business,commercial,companies that offer Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (specific_services),tc_young_caregiver_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,specific_services
tc_1775839502278_1546,Young Caregiver (Under 26),educational,informational,who qualifies for Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (eligibility_access),tc_young_caregiver_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,eligibility_access
tc_1775839502278_8766,Adult Child Caregiver (Under 50),educational,informational,Can you help me understand Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Parent,tc_adult_child_under50_Caregiver_identity_and_self-re_1775839502,parent,Caregiver identity and self-recognition,
tc_1775839502278_2007,Adult Child Caregiver (Under 50),educational,informational,Caregiver identity and self-recognition options in Canada,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (geographic),tc_adult_child_under50_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,geographic
tc_1775839502278_4659,Adult Child Caregiver (Under 50),educational,informational,step by step guide for Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (how_to_practical),tc_adult_child_under50_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,how_to_practical
tc_1775839502278_1156,Adult Child Caregiver (Under 50),educational,informational,community forums for Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (emotional_support),tc_adult_child_under50_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,emotional_support
tc_1775839502278_4968,Adult Child Caregiver (Under 50),business,commercial,Caregiver identity and self-recognition services and solutions,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (specific_services),tc_adult_child_under50_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,specific_services
tc_1775839502278_5706,Adult Child Caregiver (Under 50),educational,informational,who qualifies for Caregiver identity and self-recognition,5.0,Topic cluster: Caregiver identity and self-recognition | Fan-out (eligibility_access),tc_adult_child_under50_Caregiver_identity_and_self-re_1775839502,fanout,Caregiver identity and self-recognition,eligibility_access
gen_1775839502279_2556,Adult Child Caregiver (50+),educational,informational,What do I need to know about health and social system navigation,6.5,Generated from keyword: health and social system navigation,,,,
gen_1775839502279_6248,Adult Child Caregiver (50+),educational,informational,What makes a good advanced care planning ontario,6.5,Generated from keyword: advanced care planning ontario,,,,
gen_1775839502279_4226,Adult Child Caregiver (50+),educational,informational,What's the best caregiver out there right now,7.5,Generated from keyword: caregiver,,,,
gen_1775839502279_3888,Adult Child Caregiver (50+),educational,informational,What do I need to know about what is a caregiver,8.5,Generated from keyword: what is a caregiver,,,,
gen_1775839502280_5482,Adult Child Caregiver (50+),educational,informational,Can you help me understand the options for contingency planning,7.5,Generated from keyword: contingency planning,,,,
gen_1775839502280_6881,Adult Child Caregiver (50+),educational,informational,What should I look for when buying health and social system navigation,6.5,Generated from keyword: health and social system navigation,,,,
gen_1775839502281_8761,Adult Child Caregiver (50+),educational,informational,What should I look for when buying cancer caregiver support,6.5,Generated from keyword: cancer caregiver support,,,,
gen_1775839502281_9604,Adult Child Caregiver (50+),educational,informational,I've been looking for support group for caregivers — what do you suggest,6.5,Generated from keyword: support group for caregivers,,,,
gen_1775839502282_5620,Adult Child Caregiver (50+),educational,informational,I'm researching caregiver — what should I know before buying,7.5,Generated from keyword: caregiver,,,,
gen_1775839502282_9659,Adult Child Caregiver (50+),educational,informational,I'm researching caregiver support ontario — what should I know before buying,6.5,Generated from keyword: caregiver support ontario,,,,
gen_1775839502283_7682,Adult Child Caregiver (50+),educational,informational,I'd like to learn about different caregiver support groups options,6.5,Generated from keyword: caregiver support groups,,,,
gen_1775839502284_2325,Adult Child Caregiver (50+),educational,informational,I'd like to learn about different caregiver program options,8.5,Generated from keyword: caregiver program,,,,
gen_1775839502284_3126,Adult Child Caregiver (50+),educational,informational,What do I need to know about caregiver,7.5,Generated from keyword: caregiver,,,,
gen_1775839502285_2978,Adult Child Caregiver (50+),educational,informational,I've been looking for end of life planning ontario — what do you suggest,6.5,Generated from keyword: end of life planning ontario,,,,
gen_1775839502286_5325,Adult Child Caregiver (50+),educational,informational,What do I need to know about support group for families with mental illness,6.5,Generated from keyword: support group for families with mental illness,,,,
gen_1775839502287_9718,Adult Child Caregiver (50+),educational,informational,What do I need to know about advanced care planning ontario,6.5,Generated from keyword: advanced care planning ontario,,,,
gen_1775839502288_8001,Adult Child Caregiver (50+),educational,informational,I'm researching isabel turner library kingston — what should I know before buying,6.5,Generated from keyword: isabel turner library kingston,,,,
gen_1775839502289_3048,Adult Child Caregiver (50+),educational,informational,I'm researching dementia caregiver support — what should I know before buying,6.5,Generated from keyword: dementia caregiver support,,,,
gen_1775839502290_4809,Adult Child Caregiver (50+),educational,informational,I'd like to learn about different virtual healthcare options,7.5,Generated from keyword: virtual healthcare,,,,
gen_1775839502292_6071,Adult Child Caregiver (Under 50),educational,informational,Looking for caregiver that's actually good quality,7.5,Generated from keyword: caregiver,,,,
gen_1775839502293_1581,Adult Child Caregiver (Under 50),educational,informational,I'm researching stade du deuil — what should I know before buying,6.5,Generated from keyword: stade du deuil,,,,
gen_1775839502294_3116,Adult Child Caregiver (Under 50),educational,informational,I'd like to learn about different étape deuil options,6.5,Generated from keyword: étape deuil,,,,
gen_1775839502296_3184,Adult Child Caregiver (Under 50),educational,informational,Can you help me understand the options for care giver in tagalog,6.5,Generated from keyword: care giver in tagalog,,,,
gen_1775839502298_7277,Adult Child Caregiver (Under 50),educational,informational,I'd like to learn about different primary caregiver for elderly parent options,6.5,Generated from keyword: primary caregiver for elderly parent,,,,
gen_1775839502300_8047,Adult Child Caregiver (Under 50),educational,informational,I've been looking for financial support — what do you suggest,7.5,Generated from keyword: financial support,,,,
gen_1775839502301_3346,Adult Child Caregiver (Under 50),educational,informational,I'm researching volunteer opportunities ontario — what should I know before buying,6.5,Generated from keyword: volunteer opportunities ontario,,,,
gen_1775839502303_7911,Adult Child Caregiver (Under 50),educational,informational,What makes a good caregiving checklist,6.5,Generated from keyword: caregiving checklist,,,,
gen_1775839502304_3893,Adult Child Caregiver (Under 50),educational,informational,Can you help me understand the options for caregiving story,6.5,Generated from keyword: caregiving story,,,,
gen_1775839502305_7142,Adult Child Caregiver (Under 50),educational,informational,I'd like to learn about different home care ontario options,7.5,Generated from keyword: home care ontario,,,,
gen_1775839502307_3901,Adult Child Caregiver (Under 50),educational,informational,I need support group near me but don't know where to start,6.5,Generated from keyword: support group near me,,,,
gen_1775839502309_5666,Adult Child Caregiver (Under 50),educational,informational,Can you help me understand the options for 24 hour caregiver,7.0,Generated from keyword: 24 hour caregiver,,,,
gen_1775839502310_3101,Adult Child Caregiver (Under 50),educational,informational,Any recommendations for toronto caregiving alzheimers,6.5,Generated from keyword: toronto caregiving alzheimers,,,,
gen_1775839502312_9937,Adult Child Caregiver (Under 50),educational,informational,Can you help me find the best family support grant canada,6.5,Generated from keyword: family support grant canada,,,,
gen_1775839502313_5055,Adult Child Caregiver (Under 50),educational,informational,Tell me about the best eustress available,7.5,Generated from keyword: eustress,,,,
