prompt_id,client_name,persona,category,intent_type,prompt_text,expected_visibility_score,notes,batch_id,batch_name,date_added,status
gen_1773401732052_2061,Say I Do,The Digital Invites Planner,wedding,commercial,Can someone explain wedding wishing well australia,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732111_4438,Say I Do,The Digital Invites Planner,wedding,navigational,best invitation websites free recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732155_9722,Say I Do,The Digital Invites Planner,wedding,commercial,Trying to learn about virtual wedding invitations with rsvp,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732224_3107,Say I Do,The Digital Invites Planner,wedding,commercial,What makes destination wedding invitation wording different from other options specifically for invitation design,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732310_9899,Say I Do,The Digital Invites Planner,wedding,informational,Can someone explain how to send a save the date email,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732360_4462,Say I Do,The Digital Invites Planner,wedding,informational,Can someone explain how to add to amazon registry,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732411_2356,Say I Do,The Digital Invites Planner,wedding,commercial,Top lovely weddings options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732509_9705,Say I Do,The First-Time Planner,wedding,navigational,Trying to learn about how to ask for money on wedding website,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732583_6924,Say I Do,The First-Time Planner,wedding,commercial,Looking for information on wedding registry calgary,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732637_7769,Say I Do,The First-Time Planner,wedding,informational,Can someone explain how soon do you need rsvp for wedding,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732746_6186,Say I Do,The First-Time Planner,wedding,navigational,Best best free wedding websites canada,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732827_5524,Say I Do,The First-Time Planner,wedding,commercial,Trying to learn about find a wedding date specifically for how early to send invitations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732899_7319,Say I Do,The First-Time Planner,wedding,commercial,I need to understand best wedding invitations canada,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401732955_6384,Say I Do,The First-Time Planner,wedding,commercial,Trying to learn about save the date wedding invites,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733015_8356,Say I Do,The First-Time Planner,wedding,commercial,wedding invitation online free recommendations,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733067_4233,Say I Do,The First-Time Planner,wedding,informational,Trying to learn about how far in advance should you send out bridal shower invitations,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733207_4475,Say I Do,The First-Time Planner,wedding,commercial,6 months until wedding explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733237_1955,Say I Do,The First-Time Planner,wedding,commercial,Trying to learn about hate wedding planning,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733280_7912,Say I Do,The First-Time Planner,wedding,commercial,Best the best wedding planner,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733323_2216,Say I Do,The First-Time Planner,wedding,commercial,where to have wedding registry guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733356_6926,Say I Do,The First-Time Planner,wedding,navigational,wedding website titles recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733401_2859,Say I Do,The First-Time Planner,wedding,navigational,Looking for information on registry note on wedding website,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733462_8311,Say I Do,The First-Time Planner,wedding,informational,Trying to learn about what information needs to be on a wedding invitation,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733525_2928,Say I Do,The First-Time Planner,wedding,informational,I need to understand how to collect pictures from friends,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733596_7152,Say I Do,The First-Time Planner,wedding,commercial,What makes wedding seating chart maker free different from other options specifically for wedding planning tips,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733739_3853,Say I Do,The First-Time Planner,wedding,informational,Can someone explain how far in advance to mail wedding invitations,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401733846_8228,Say I Do,The First-Time Planner,wedding,informational,What makes when do invitations go out for a wedding different from other options,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734051_4401,Say I Do,The First-Time Planner,wedding,navigational,Looking for information on wedding information website specifically for wedding planning on a budget,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734129_9915,Say I Do,The First-Time Planner,wedding,commercial,What makes registry wedding nz different from other options,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734285_5572,Say I Do,The First-Time Planner,wedding,commercial,What makes where to send wedding invites for free stuff different from other options,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734357_5009,Say I Do,The First-Time Planner,wedding,navigational,Top weddingwebsite options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734398_5559,Say I Do,The First-Time Planner,wedding,commercial,wedding picture app for guests recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734526_8616,Say I Do,The First-Time Planner,wedding,navigational,Looking for information on when to make wedding website,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734672_9188,Say I Do,The First-Time Planner,wedding,informational,Trying to learn about what do i need to include on my wedding invitation,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734736_8608,Say I Do,The First-Time Planner,wedding,commercial,Trying to learn about honeymoon fund site,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734784_9644,Say I Do,The First-Time Planner,wedding,informational,when do people send out wedding invites explained,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734849_9664,Say I Do,The First-Time Planner,wedding,navigational,Looking for information on best stores for wedding registry focused on how early to send invitations,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401734993_2832,Say I Do,The First-Time Planner,wedding,informational,how to create a rsvp qr code recommendations specifically for wedding timeline,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735082_7394,Say I Do,The First-Time Planner,wedding,commercial,Looking for information on custom wedding thank you cards,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735146_9640,Say I Do,The First-Time Planner,wedding,commercial,best places to register for wedding gifts explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735212_2493,Say I Do,The First-Time Planner,wedding,navigational,Top examples of how we met stories for wedding website options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735341_1119,Say I Do,The First-Time Planner,wedding,navigational,wedding website wording recommendations,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735381_9937,Say I Do,The First-Time Planner,wedding,commercial,Looking for information on day of wedding planner checklist,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735436_4865,Say I Do,The First-Time Planner,wedding,commercial,Top cost of wedding invitations options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735533_6008,Say I Do,The First-Time Planner,wedding,informational,Looking for information on how to get qr code for the knot specifically for wedding planning tips,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735622_3098,Say I Do,The First-Time Planner,wedding,navigational,free rsvp event website recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735802_6992,Say I Do,The First-Time Planner,wedding,commercial,create a wedding email recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735843_4967,Say I Do,The First-Time Planner,wedding,informational,Looking for information on how much to give for wedding wishing well australia,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401735927_2770,Say I Do,The First-Time Planner,wedding,navigational,danielle and josh wedding website explained focused on wedding transportation tips,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736023_5331,Say I Do,The First-Time Planner,wedding,informational,Can someone explain how to say thank you for money wedding,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736107_3364,Say I Do,The First-Time Planner,wedding,navigational,questions to add to wedding website guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736161_1391,Say I Do,The First-Time Planner,wedding,informational,Can someone explain what to write on honeymoon fund,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736234_2124,Say I Do,The First-Time Planner,wedding,commercial,What makes registry greeting examples wedding different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736311_2092,Say I Do,The First-Time Planner,wedding,navigational,I need to understand qr code for wedding website,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736378_8972,Say I Do,The First-Time Planner,wedding,commercial,Looking for information on wedding invitations packages,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736518_1449,Say I Do,The First-Time Planner,wedding,commercial,reply to a wedding invitation recommendations focused on wedding planning platform,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736611_4537,Say I Do,The First-Time Planner,wedding,commercial,wedding q&a examples explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736657_9094,Say I Do,The First-Time Planner,wedding,navigational,I need to understand wedding website to rsvp,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736787_2235,Say I Do,The First-Time Planner,wedding,informational,Looking for information on what to say in a wedding card,7.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736901_8346,Say I Do,The First-Time Planner,wedding,navigational,What makes bride websites different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401736970_8461,Say I Do,The First-Time Planner,wedding,navigational,What makes cocktail attire description for wedding website different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737080_3202,Say I Do,The First-Time Planner,wedding,informational,Top when should guest rsvp by for a wedding options,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737141_5652,Say I Do,The First-Time Planner,wedding,commercial,Looking for information on best online invitations,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737214_4597,Say I Do,The First-Time Planner,wedding,commercial,Best planning wedding,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737254_1918,Say I Do,The First-Time Planner,wedding,commercial,Trying to learn about wedding invitations with online rsvp,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737464_6786,Say I Do,The Guest Experience Optimizer,wedding,commercial,online guest list guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737509_6943,Say I Do,The Guest Experience Optimizer,wedding,commercial,I need to understand the guest photo sharing,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737579_4563,Say I Do,The Guest Experience Optimizer,wedding,commercial,Best custom check list,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737612_9331,Say I Do,The Guest Experience Optimizer,wedding,commercial,Top save the date email invite options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737663_9758,Say I Do,The Guest Experience Optimizer,wedding,commercial,wedding rsvp tracker recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737716_8395,Say I Do,The Guest Experience Optimizer,wedding,commercial,Looking for information on online wedding planner,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737783_8382,Say I Do,The Guest Experience Optimizer,wedding,informational,Looking for information on how to do rsvp online focused on wedding photo sharing,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737884_8418,Say I Do,The Guest Experience Optimizer,wedding,commercial,Looking for information on online invitations with payment options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401737963_5290,Say I Do,The Guest Experience Optimizer,wedding,commercial,I need to understand i saiy,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738002_7445,Say I Do,The Guest Experience Optimizer,wedding,navigational,Best wedding website builder,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738082_3054,Say I Do,The Guest Experience Optimizer,wedding,informational,Trying to learn about how to invite a guest for an event,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738163_2828,Say I Do,The Guest Experience Optimizer,wedding,commercial,Trying to learn about guest manager,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738210_6606,Say I Do,The Guest Experience Optimizer,wedding,informational,how to send a wedding invitation guide,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738271_1528,Say I Do,The Guest Experience Optimizer,wedding,commercial,wedding seating app guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738435_5795,Say I Do,The Guest Experience Optimizer,wedding,commercial,wedding invite dietary requirements guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738500_7537,Say I Do,The Guest Experience Optimizer,wedding,commercial,I need to understand table seating plan ideas,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738642_6374,Say I Do,The Guest Experience Optimizer,wedding,commercial,Can someone explain planning a wedding abroad,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738693_5059,Say I Do,The Guest Experience Optimizer,wedding,commercial,What makes clever save the date ideas different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738767_1235,Say I Do,The Guest Experience Optimizer,wedding,commercial,What makes wedding registry card wording different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738857_9942,Say I Do,The Guest Experience Optimizer,wedding,informational,I need to understand how long should you give guests to rsvp to wedding,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401738951_3361,Say I Do,The Guest Experience Optimizer,wedding,commercial,What makes wedding checklist app different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739017_8791,Say I Do,The Guest Experience Optimizer,wedding,commercial,Trying to learn about save the date examples for wedding,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739094_5369,Say I Do,The Guest Experience Optimizer,wedding,commercial,wedding gift list name explained,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739135_7484,Say I Do,The Guest Experience Optimizer,wedding,informational,I need to understand when do rsvps need to be returned specifically for seating planner,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739316_1484,Say I Do,The Guest Experience Optimizer,wedding,navigational,"What makes joy - wedding website, guest list, invitations & more different from other options",6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739494_2697,Say I Do,The Guest Experience Optimizer,wedding,informational,Trying to learn about how to make wedding guest list,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739570_5749,Say I Do,The Guest Experience Optimizer,wedding,commercial,wedding e card online guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739621_5918,Say I Do,The Guest Experience Optimizer,wedding,navigational,Can someone explain wedding invitation website templates free,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739691_6113,Say I Do,The Guest Experience Optimizer,wedding,navigational,Can someone explain easy weddings login,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739798_6279,Say I Do,The Guest Experience Optimizer,wedding,informational,Top minted how to add couples to guest list options,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739887_2213,Say I Do,The Guest Experience Optimizer,wedding,commercial,Can someone explain list wedding planner,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401739958_7495,Say I Do,The Guest Experience Optimizer,wedding,informational,Can someone explain how long before wedding should you send invites,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740054_9548,Say I Do,The Guest Experience Optimizer,wedding,commercial,Can someone explain rsvp options,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740100_5377,Say I Do,The Guest Experience Optimizer,wedding,commercial,Best the knot vs minted,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740150_8829,Say I Do,The Guest Experience Optimizer,wedding,commercial,What makes wedding guest list organizer different from other options focused on wedding photo sharing,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740284_4957,Say I Do,The Guest Experience Optimizer,wedding,commercial,wedding seating plan top table explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740333_4792,Say I Do,The Guest Experience Optimizer,wedding,navigational,Best faq questions for wedding website,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740387_7891,Say I Do,The Guest Experience Optimizer,wedding,commercial,thanks for wedding invitation explained,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740449_8974,Say I Do,The Guest Experience Optimizer,wedding,commercial,guest list example recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740510_7440,Say I Do,The Guest Experience Optimizer,wedding,commercial,Trying to learn about virtual wedding planner,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740568_8613,Say I Do,The Guest Experience Optimizer,wedding,commercial,registery explained,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740612_6153,Say I Do,The Guest Experience Optimizer,wedding,informational,Trying to learn about how to ask about dietary restrictions,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740710_1476,Say I Do,The Guest Experience Optimizer,wedding,navigational,free rsvp website for party recommendations,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740857_9720,Say I Do,The Guest Experience Optimizer,wedding,commercial,What makes online invitations with payment options different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401740945_8371,Say I Do,The Guest Experience Optimizer,wedding,commercial,Looking for information on interactive digital invitations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741030_4420,Say I Do,The Guest Experience Optimizer,wedding,commercial,Top rsvp services options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741078_9481,Say I Do,The Guest Experience Optimizer,wedding,commercial,Best wedding story examples,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741124_1444,Say I Do,The Guest Experience Optimizer,wedding,commercial,best time to send wedding invitations guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741319_8639,Say I Do,The Non-Traditional Couple,wedding,commercial,Looking for information on marriage invitation email,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741400_3095,Say I Do,The Non-Traditional Couple,wedding,commercial,I need to understand best way to share wedding photos,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741567_7668,Say I Do,The Non-Traditional Couple,wedding,informational,Best how to collect wedding photos from guests,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741643_3209,Say I Do,The Non-Traditional Couple,wedding,commercial,Can someone explain wedding planning platform,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741712_9685,Say I Do,The Non-Traditional Couple,wedding,commercial,Top the ultimate wedding planning checklist options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741789_8935,Say I Do,The Non-Traditional Couple,wedding,commercial,wedding ceremony ideas to involve guests explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741855_2323,Say I Do,The Non-Traditional Couple,wedding,commercial,creative unique wedding invitation wording guide,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401741931_5259,Say I Do,The Non-Traditional Couple,wedding,commercial,Can someone explain platform for wedding ceremony,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401742044_2733,Say I Do,The Non-Traditional Couple,wedding,informational,Can someone explain how to rsvp to a wedding invitation,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401742117_4136,Say I Do,The Non-Traditional Couple,wedding,commercial,I need to understand average wedding party size,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401742248_4085,Say I Do,The Non-Traditional Couple,wedding,commercial,Top wedding ceremony seating arrangements options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401742314_9979,Say I Do,The Non-Traditional Couple,wedding,commercial,What makes online rsvp with meal choice different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401742418_5706,Say I Do,The Non-Traditional Couple,wedding,commercial,I need to understand create wedding color palette,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401742494_1116,Say I Do,The Non-Traditional Couple,wedding,navigational,I need to understand joy wedding websites focused on alternative wedding ideas,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401742621_5301,Say I Do,The Non-Traditional Couple,wedding,navigational,free wedding planning websites explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401742674_2367,Say I Do,The Non-Traditional Couple,wedding,commercial,Top make your own wedding invitations online free options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401742766_1789,Say I Do,The Non-Traditional Couple,wedding,commercial,Trying to learn about planning a cheap wedding focused on alternative wedding ideas,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401742880_8999,Say I Do,The Non-Traditional Couple,wedding,informational,how to create qr code for invitation recommendations,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401742972_2924,Say I Do,The Non-Traditional Couple,wedding,commercial,I need to understand best wedding planning apps australia,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743052_5480,Say I Do,The Non-Traditional Couple,wedding,informational,Can someone explain what to include on save the date,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743129_9176,Say I Do,The Non-Traditional Couple,wedding,commercial,What makes respond to wedding invitation different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743216_9641,Say I Do,The Non-Traditional Couple,wedding,commercial,Best rsvp for or to,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743264_3174,Say I Do,The Non-Traditional Couple,wedding,commercial,the best wedding planning app recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743341_7250,Say I Do,The Non-Traditional Couple,wedding,informational,Top wedding planning guide checklist options,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743420_3956,Say I Do,The Non-Traditional Couple,wedding,informational,how to ask for cash for wedding gift guide,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743492_2831,Say I Do,The Non-Traditional Couple,wedding,commercial,fun questions to ask on wedding rsvp recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743643_8634,Say I Do,The Non-Traditional Couple,wedding,commercial,Trying to learn about sending invitation via email,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743735_5473,Say I Do,The Non-Traditional Couple,wedding,commercial,What makes table planning different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743829_3257,Say I Do,The Non-Traditional Couple,wedding,commercial,I need to understand a wedding wishing well,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401743963_7334,Say I Do,The Non-Traditional Couple,wedding,informational,Looking for information on when to send out rsvp for wedding,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401744047_3070,Say I Do,The Non-Traditional Couple,wedding,commercial,What makes free wedding planning checklist different from other options specifically for elopement planning,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401744194_7272,Say I Do,The Non-Traditional Couple,wedding,commercial,Can someone explain hate wedding planning,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401744274_8625,Say I Do,The Non-Traditional Couple,wedding,commercial,Best wedding saying,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401744445_1684,Say I Do,The Non-Traditional Couple,wedding,navigational,real wedding websites explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401744503_7543,Say I Do,The Non-Traditional Couple,wedding,informational,when should i start planning my wedding recommendations focused on non-traditional ceremony,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725595_5100,Say I Do,The Comparison Shopper,wedding,informational,Can someone explain the bridal company reviews,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725596_9850,Say I Do,The Comparison Shopper,wedding,commercial,Top wedding at adare manor options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725627_5297,Say I Do,The Comparison Shopper,wedding,informational,Trying to learn about how much money do wedding photographers make,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725628_7018,Say I Do,The Comparison Shopper,wedding,commercial,Trying to learn about made with love bridal,7.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725629_3880,Say I Do,The Comparison Shopper,wedding,commercial,Can someone explain june saying,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725663_9444,Say I Do,The Comparison Shopper,wedding,commercial,What makes junk bee gone pricing different from other options,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725666_2164,Say I Do,The Comparison Shopper,wedding,commercial,Best sammy first dates,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725716_4731,Say I Do,The Comparison Shopper,wedding,informational,I need to understand password manager reviews australia,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725719_1887,Say I Do,The Comparison Shopper,wedding,commercial,2815 lorne ave saskatoon explained,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725839_9161,Say I Do,The Comparison Shopper,wedding,informational,Looking for information on how to make email not go to junk,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725913_5240,Say I Do,The Comparison Shopper,wedding,informational,Looking for information on rsvp dating site reviews,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401725995_6397,Say I Do,The Comparison Shopper,wedding,informational,the bridal company reviews guide,6.5,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
gen_1773401726019_9574,Say I Do,The Comparison Shopper,wedding,commercial,junk bee gone pricing recommendations,6.0,,ai_batch_202604,AI Generated April 2026,2026-04-02,approved
