prompt_id,persona,category,intent_type,prompt_text,expected_visibility_score,notes,topic_cluster_id,cluster_role,cluster_topic,fanout_angle
gen_1775839515367_9456,E-Commerce Merchant,educational,informational,What do I need to know about cainiao rastreamento,8.5,Generated from keyword: cainiao rastreamento,,,,
gen_1775839515367_9942,E-Commerce Merchant,educational,navigational,Can you help me understand the options for fedex drop off mississauga,7.0,Generated from keyword: fedex drop off mississauga,,,,
gen_1775839515369_2131,E-Commerce Merchant,educational,informational,What should I look for when buying suivi colis shein la poste,6.5,Generated from keyword: suivi colis shein la poste,,,,
gen_1775839515370_5924,E-Commerce Merchant,educational,informational,What makes a good shein package,8.5,Generated from keyword: shein package,,,,
gen_1775839515370_2598,E-Commerce Merchant,educational,informational,Can you help me understand the options for mountain warehouse calgary,8.5,Generated from keyword: mountain warehouse calgary,,,,
gen_1775839515372_9026,E-Commerce Merchant,educational,informational,What makes a good suivi colis,8.5,Generated from keyword: suivi colis,,,,
gen_1775839515372_8540,E-Commerce Merchant,educational,navigational,What do I need to know about shein live chat,7.0,Generated from keyword: shein live chat,,,,
gen_1775839515373_7533,E-Commerce Merchant,educational,informational,What makes a good rastrear paquete shein,7.5,Generated from keyword: rastrear paquete shein,,,,
gen_1775839515374_8598,E-Commerce Merchant,educational,informational,What do I need to know about nous avons reçu ou reçus,7.5,Generated from keyword: nous avons reçu ou reçus,,,,
gen_1775839515375_4864,E-Commerce Merchant,business,commercial,What are the best shipping quote brands,7.0,Generated from keyword: shipping quote,,,,
gen_1775839515376_1514,E-Commerce Merchant,educational,informational,Can you help me understand the options for post prefix,7.5,Generated from keyword: post prefix,,,,
gen_1775839515378_4012,E-Commerce Merchant,educational,informational,What should I look for when buying do they deliver mail on christmas eve,6.5,Generated from keyword: do they deliver mail on christmas eve,,,,
gen_1775839515379_1833,E-Commerce Merchant,business,commercial,I need proof of delivery software but don't know where to start,7.0,Generated from keyword: proof of delivery software,,,,
gen_1775839515381_5978,E-Commerce Merchant,educational,informational,I'm researching 604 phone number lookup — what should I know before buying,7.5,Generated from keyword: 604 phone number lookup,,,,
gen_1775839515382_6444,E-Commerce Merchant,educational,informational,Tell me about the best gofo available,7.5,Generated from keyword: gofo,,,,
gen_1775839515384_8455,E-Commerce Merchant,educational,informational,What should I know about delivery assigned meaning,7.5,Generated from keyword: delivery assigned meaning,,,,
gen_1775839515384_7932,E-Commerce Merchant,educational,informational,I need brampton post office but don't know where to start,7.5,Generated from keyword: brampton post office,,,,
gen_1775839515386_6421,E-Commerce Merchant,educational,informational,Can you help me find the best אתר temu,7.0,Generated from keyword: אתר temu,,,,
gen_1775839515387_9420,E-Commerce Merchant,educational,informational,What makes a good ups package delayed no update,7.5,Generated from keyword: ups package delayed no update,,,,
gen_1775839515388_2810,E-Commerce Merchant,educational,informational,What makes a good is usps informed delivery accurate,7.5,Generated from keyword: is usps informed delivery accurate,,,,
gen_1775839515390_6123,E-Commerce Merchant,educational,informational,I'm researching red deer transit — what should I know before buying,7.5,Generated from keyword: red deer transit,,,,
gen_1775839515392_4218,E-Commerce Merchant,educational,informational,I've heard of UniUni — what are they known for,7.5,Generated from keyword: what is uniuni tracking,,,,
gen_1775839515393_8224,E-Commerce Merchant,educational,informational,Tell me about the best sorting center available,7.5,Generated from keyword: sorting center,,,,
gen_1775839515395_5777,E-Commerce Merchant,educational,informational,Tell me about the best package tracking available,7.5,Generated from keyword: package tracking,,,,
gen_1775839515396_7053,E-Commerce Merchant,educational,informational,Any recommendations for tracking package from china,7.5,Generated from keyword: tracking package from china,,,,
gen_1775839515398_5410,E-Commerce Merchant,educational,informational,What makes a good suivi aliexpress,7.5,Generated from keyword: suivi aliexpress,,,,
gen_1775839515400_3401,E-Commerce Merchant,educational,informational,What makes a good mundial express,6.0,Generated from keyword: mundial express,,,,
gen_1775839515401_3503,E-Commerce Merchant,educational,informational,I'd like to learn about different shein track order options,7.5,Generated from keyword: shein track order,,,,
gen_1775839515403_9291,E-Commerce Merchant,educational,navigational,I want to get my unidata as a gift — where should I look,7.0,Generated from keyword: my unidata,,,,
gen_1775839515405_7534,E-Commerce Merchant,business,commercial,Can you help me find the best is aliexpress legit,7.0,Generated from keyword: is aliexpress legit,,,,
gen_1775839515407_4643,E-Commerce Merchant,educational,informational,Can you help me understand the options for 快递查询,7.5,Generated from keyword: 快递查询,,,,
gen_1775839515409_7450,E-Commerce Merchant,educational,informational,I'm researching cainao — what should I know before buying,8.5,Generated from keyword: cainao,,,,
gen_1775839515411_3607,E-Commerce Merchant,educational,informational,Tell me about unni meaning,7.5,Generated from keyword: unni meaning,,,,
gen_1775839515412_4223,E-Commerce Merchant,educational,informational,What do I need to know about gateway transit meaning shipping,6.5,Generated from keyword: gateway transit meaning shipping,,,,
gen_1775839515415_1686,E-Commerce Merchant,educational,informational,What should I look for when buying is aliexpress reliable,8.5,Generated from keyword: is aliexpress reliable,,,,
gen_1775839515417_5690,E-Commerce Merchant,educational,informational,I'd like to learn about different shein customer service options,7.5,Generated from keyword: shein customer service,,,,
gen_1775839515420_1091,E-Commerce Merchant,educational,informational,What should I look for when buying unis logistics,7.5,Generated from keyword: unis logistics,,,,
gen_1775839515422_6094,E-Commerce Merchant,educational,informational,Tell me about UniUni,7.5,Generated from keyword: track uniuni,,,,
gen_1775839515423_2555,E-Commerce Merchant,educational,informational,I'm researching code postal canada — what should I know before buying,7.5,Generated from keyword: code postal canada,,,,
gen_1775839515426_6355,E-Commerce Merchant,educational,informational,Trying to find a good last-mile delivery — any ideas,7.5,Generated from keyword: last-mile delivery,,,,
gen_1775839515428_2074,E-Commerce Merchant,educational,informational,I need shein tracking but don't know where to start,7.5,Generated from keyword: shein tracking,,,,
gen_1775839515433_7995,E-Commerce Merchant,educational,informational,What's the best cek resi union out there right now,6.5,Generated from keyword: cek resi union,,,,
gen_1775839515435_7502,E-Commerce Merchant,educational,informational,I'm researching does ups deliver on christmas eve — what should I know before buying,7.5,Generated from keyword: does ups deliver on christmas eve,,,,
gen_1775839515441_7257,E-Commerce Merchant,educational,informational,What do I need to know about usps tracking stuck on pre shipment,6.5,Generated from keyword: usps tracking stuck on pre shipment,,,,
gen_1775839515444_8513,E-Commerce Merchant,educational,informational,Can you help me understand the options for does fedex deliver on labor day,6.5,Generated from keyword: does fedex deliver on labor day,,,,
gen_1775839515448_5811,E-Commerce Merchant,educational,informational,Any recommendations for ups service clientele,7.5,Generated from keyword: ups service clientele,,,,
gen_1775839515450_1321,E-Commerce Merchant,educational,informational,I'd like to learn about different suivi international options,7.5,Generated from keyword: suivi international,,,,
gen_1775839515453_3329,E-Commerce Merchant,educational,informational,I've been looking for track a package — what do you suggest,7.5,Generated from keyword: track a package,,,,
gen_1775839515456_6632,E-Commerce Merchant,business,transactional,Where can I order usps damaged package right now,7.0,Generated from keyword: usps damaged package,,,,
gen_1775839515459_2047,E-Commerce Merchant,educational,informational,I'd like to learn about different post office brea options,7.5,Generated from keyword: post office brea,,,,
gen_1775839515462_6734,E-Commerce Merchant,educational,informational,I want to get temu customer service as a gift — where should I look,9.0,Generated from keyword: temu customer service,,,,
gen_1775839515466_2881,E-Commerce Merchant,educational,informational,Tell me about the best unius logistic services ltd available,6.5,Generated from keyword: unius logistic services ltd,,,,
gen_1775839515469_8582,E-Commerce Merchant,educational,informational,I've been looking for rastrear paquete de aliexpress — what do you suggest,7.5,Generated from keyword: rastrear paquete de aliexpress,,,,
gen_1775839515473_7239,E-Commerce Merchant,educational,informational,Trying to find a good my fedex schedule — any ideas,7.0,Generated from keyword: my fedex schedule,,,,
gen_1775839515476_4726,E-Commerce Merchant,educational,informational,Tell me about the best does shein have express shipping available,7.0,Generated from keyword: does shein have express shipping,,,,
gen_1775839515480_2339,E-Commerce Merchant,educational,informational,I'd like to learn about different package tracking canada options,7.5,Generated from keyword: package tracking canada,,,,
gen_1775839515483_8331,E-Commerce Merchant,educational,informational,What makes a good unis tracking,8.5,Generated from keyword: unis tracking,,,,
gen_1775839515485_8925,E-Commerce Merchant,educational,informational,I'd like to learn about different uniexpress tracking options,7.5,Generated from keyword: uniexpress tracking,,,,
gen_1775839515489_7323,E-Commerce Merchant,educational,informational,What do I need to know about tracking number aliexpress,7.5,Generated from keyword: tracking number aliexpress,,,,
gen_1775839515493_5946,E-Commerce Merchant,educational,informational,Can you help me understand the options for transportadora ups rastreio,7.5,Generated from keyword: transportadora ups rastreio,,,,
gen_1775839515497_2513,E-Commerce Merchant,educational,informational,I'm researching 17track rastreo — what should I know before buying,7.0,Generated from keyword: 17track rastreo,,,,
gen_1775839515501_8279,E-Commerce Merchant,business,commercial,I'm looking to buy ship bob — what do you recommend,8.0,Generated from keyword: ship bob,,,,
gen_1775839515505_6716,E-Commerce Merchant,educational,informational,Tell me about the best canada post package tracking available,7.5,Generated from keyword: canada post package tracking,,,,
gen_1775839515509_4521,E-Commerce Merchant,educational,informational,Tell me about the best if my package was delivered to the wrong address available,6.5,Generated from keyword: if my package was delivered to the wrong address,,,,
gen_1775839515514_4604,E-Commerce Merchant,educational,informational,I'd like to learn about different usps seguimiento options,7.0,Generated from keyword: usps seguimiento,,,,
gen_1775839515518_6851,E-Commerce Merchant,educational,informational,What makes a good uni.com,7.0,Generated from keyword: uni.com,,,,
gen_1775839515520_1529,E-Commerce Merchant,educational,informational,I'm researching temu customer service telephone number — what should I know before buying,7.5,Generated from keyword: temu customer service telephone number,,,,
gen_1775839515525_7217,E-Commerce Merchant,educational,informational,Trying to find a good shein package tracking not updating — any ideas,6.5,Generated from keyword: shein package tracking not updating,,,,
gen_1775839515530_4887,E-Commerce Merchant,educational,informational,Any recommendations for fedex scheduled delivery pending,7.5,Generated from keyword: fedex scheduled delivery pending,,,,
gen_1775839515534_8675,E-Commerce Merchant,educational,informational,I'd like to learn about different rivo tracking options,7.5,Generated from keyword: rivo tracking,,,,
gen_1775839515538_4932,E-Commerce Merchant,educational,informational,I want to get whose tracking number is this as a gift — where should I look,7.5,Generated from keyword: whose tracking number is this,,,,
gen_1775839515544_6761,E-Commerce Merchant,educational,informational,Tell me about the best california postal code available,7.5,Generated from keyword: california postal code,,,,
gen_1775839515548_9627,E-Commerce Merchant,educational,informational,What do I need to know about does ups work on veterans day,6.5,Generated from keyword: does ups work on veterans day,,,,
gen_1775839515553_1354,E-Commerce Merchant,educational,informational,I'd like to learn about unnie meaning,6.5,Generated from keyword: unnie meaning,,,,
gen_1775839515556_4942,E-Commerce Merchant,educational,informational,What's the best cbr 954 out there right now,7.5,Generated from keyword: cbr 954,,,,
gen_1775839515560_4693,E-Commerce Merchant,educational,informational,I want to get waterloo parcel collection as a gift — where should I look,7.5,Generated from keyword: waterloo parcel collection,,,,
gen_1775839515566_1105,E-Commerce Merchant,educational,informational,What makes a good apartment mailboxes,6.5,Generated from keyword: apartment mailboxes,,,,
gen_1775839515569_7709,E-Commerce Merchant,educational,informational,What do I need to know about cainiao,8.5,Generated from keyword: cainiao,,,,
gen_1775839515572_1292,E-Commerce Merchant,business,commercial,Can you recommend a good shipbob,8.0,Generated from keyword: shipbob,,,,
gen_1775839515575_2510,E-Commerce Merchant,educational,informational,Can you help me find the best cainiao,7.5,Generated from keyword: cainiao,,,,
gen_1775839515578_6774,E-Commerce Merchant,educational,informational,What's the best 647- out there right now,7.5,Generated from keyword: 647-,,,,
gen_1775839515582_3914,E-Commerce Merchant,educational,informational,I'd like to learn about different what is temu customer service number usa options,7.5,Generated from keyword: what is temu customer service number usa,,,,
gen_1775839515588_4596,E-Commerce Merchant,educational,informational,What makes a good is boxing day a stat holiday in alberta,7.5,Generated from keyword: is boxing day a stat holiday in alberta,,,,
gen_1775839515594_7777,E-Commerce Merchant,educational,informational,Any recommendations for 4px tracking china,6.5,Generated from keyword: 4px tracking china,,,,
gen_1775839515597_6614,E-Commerce Merchant,business,commercial,I'd like to learn about avalon brooklyn bay reviews,6.0,Generated from keyword: avalon brooklyn bay reviews,,,,
gen_1775839515602_6381,E-Commerce Merchant,educational,informational,I'd like to learn about destination airport arrival meaning shein,7.5,Generated from keyword: destination airport arrival meaning shein,,,,
gen_1775839515607_4165,E-Commerce Merchant,educational,informational,Tell me about the best local warehouse shein available,7.5,Generated from keyword: local warehouse shein,,,,
gen_1775839515612_9960,E-Commerce Merchant,educational,informational,What's the best codigo postal de toronto out there right now,6.5,Generated from keyword: codigo postal de toronto,,,,
gen_1775839515618_6550,E-Commerce Merchant,educational,informational,I'm researching fedex overnight canada — what should I know before buying,7.5,Generated from keyword: fedex overnight canada,,,,
gen_1775839515625_6082,E-Commerce Merchant,educational,informational,What should I look for when buying tracking package,7.5,Generated from keyword: tracking package,,,,
gen_1775839515630_3732,Online Shopper / Package Recipient,educational,informational,Tell me about the best university shipping available,7.5,Generated from keyword: university shipping,,,,
gen_1775839515635_7580,Online Shopper / Package Recipient,educational,informational,Tell me about the best amazon warehouse calgary available,7.5,Generated from keyword: amazon warehouse calgary,,,,
gen_1775839515640_9747,Online Shopper / Package Recipient,educational,informational,What's the best uni logistics tracking out there right now,6.5,Generated from keyword: uni logistics tracking,,,,
gen_1775839515645_3447,Online Shopper / Package Recipient,educational,informational,What do I need to know about uni transit number,6.5,Generated from keyword: uni transit number,,,,
gen_1775839515650_7559,Online Shopper / Package Recipient,educational,informational,What do I need to know about area code 647 usa,7.5,Generated from keyword: area code 647 usa,,,,
gen_1775839515655_8792,Online Shopper / Package Recipient,educational,navigational,Tell me about the best niu account login available,7.0,Generated from keyword: niu account login,,,,
gen_1775839515660_6750,Online Shopper / Package Recipient,educational,navigational,Tell me about the best aliexpress commande available,7.0,Generated from keyword: aliexpress commande,,,,
gen_1775839515665_4838,Online Shopper / Package Recipient,educational,informational,What makes a good code.postal,7.5,Generated from keyword: code.postal,,,,
gen_1775839515668_2199,Online Shopper / Package Recipient,educational,informational,Looking for 647- that's actually good quality,7.5,Generated from keyword: 647-,,,,
gen_1775839515672_6400,Online Shopper / Package Recipient,educational,informational,Can you help me find the best ups package says delivered but not here,7.5,Generated from keyword: ups package says delivered but not here,,,,
gen_1775839515679_3432,Online Shopper / Package Recipient,educational,informational,I'm researching temu track package — what should I know before buying,6.5,Generated from keyword: temu track package,,,,
gen_1775839515685_9841,Online Shopper / Package Recipient,educational,informational,I'd like to learn about different umi no hi options,7.5,Generated from keyword: umi no hi,,,,
gen_1775839515690_6836,Online Shopper / Package Recipient,educational,informational,Tell me about the best odessa sk available,7.5,Generated from keyword: odessa sk,,,,
gen_1775839515694_9168,Online Shopper / Package Recipient,educational,informational,Can you help me find the best canada tracking number,7.5,Generated from keyword: canada tracking number,,,,
gen_1775839515699_3416,Online Shopper / Package Recipient,educational,informational,I've been looking for uni — what do you suggest,9.0,Generated from keyword: uni,,,,
gen_1775839515704_8379,Online Shopper / Package Recipient,educational,navigational,Any recommendations for rastrear un paquete de usps,7.0,Generated from keyword: rastrear un paquete de usps,,,,
gen_1775839515709_1929,Online Shopper / Package Recipient,educational,informational,I'm researching kent dieppe — what should I know before buying,7.5,Generated from keyword: kent dieppe,,,,
gen_1775839515715_6082,Online Shopper / Package Recipient,educational,informational,Can you help me find the best rancho lm,6.5,Generated from keyword: rancho lm,,,,
gen_1775839515719_9156,Online Shopper / Package Recipient,educational,informational,I'm researching halifax postal code — what should I know before buying,8.5,Generated from keyword: halifax postal code,,,,
gen_1775839515729_6347,Online Shopper / Package Recipient,educational,navigational,What makes a good 17track tracking,7.0,Generated from keyword: 17track tracking,,,,
gen_1775839515734_3201,Online Shopper / Package Recipient,educational,informational,What should I look for when buying +1 prefix,7.5,Generated from keyword: +1 prefix,,,,
gen_1775839515739_8161,Online Shopper / Package Recipient,educational,informational,I need rastrear pedido de shein but don't know where to start,7.5,Generated from keyword: rastrear pedido de shein,,,,
gen_1775839515746_1454,Online Shopper / Package Recipient,educational,informational,I'm researching uni data centre — what should I know before buying,6.5,Generated from keyword: uni data centre,,,,
gen_1775839515752_9277,Online Shopper / Package Recipient,educational,informational,I'm researching post office barrie — what should I know before buying,7.5,Generated from keyword: post office barrie,,,,
gen_1775839515758_6847,Online Shopper / Package Recipient,educational,informational,Can you help me find the best suivre un colis aliexpress,7.5,Generated from keyword: suivre un colis aliexpress,,,,
gen_1775839515765_7079,Online Shopper / Package Recipient,educational,navigational,Can you help me understand the options for 17track tracking,8.0,Generated from keyword: 17track tracking,,,,
gen_1775839515773_9615,Online Shopper / Package Recipient,educational,informational,Can you help me understand the options for fedex misdelivered package,7.5,Generated from keyword: fedex misdelivered package,,,,
gen_1775839515781_9961,Online Shopper / Package Recipient,educational,informational,Can you help me understand the options for tracking my package,7.0,Generated from keyword: tracking my package,,,,
gen_1775839515788_9407,Online Shopper / Package Recipient,educational,informational,Any recommendations for suivre mon colis shein,7.5,Generated from keyword: suivre mon colis shein,,,,
gen_1775839515793_2222,Online Shopper / Package Recipient,educational,navigational,I need 17track but don't know where to start,8.5,Generated from keyword: 17track,,,,
gen_1775839515798_4283,Online Shopper / Package Recipient,educational,informational,I've been looking for what do usps tracking numbers start with — what do you suggest,7.5,Generated from keyword: what do usps tracking numbers start with,,,,
gen_1775839515807_9765,Online Shopper / Package Recipient,educational,informational,Tell me about the best is amazon delivering on thanksgiving available,7.5,Generated from keyword: is amazon delivering on thanksgiving,,,,
gen_1775839515815_4848,Online Shopper / Package Recipient,educational,informational,What should I look for when buying odessa sk,7.5,Generated from keyword: odessa sk,,,,
gen_1775839515823_8311,Online Shopper / Package Recipient,educational,informational,What makes a good windsor track order,7.5,Generated from keyword: windsor track order,,,,
gen_1775839515829_7805,Online Shopper / Package Recipient,educational,informational,Can you help me understand the options for cainiao tracking,7.5,Generated from keyword: cainiao tracking,,,,
gen_1775839515836_2246,Online Shopper / Package Recipient,educational,informational,Can you help me understand the options for saskatoon zip code,7.5,Generated from keyword: saskatoon zip code,,,,
gen_1775839515844_6354,Online Shopper / Package Recipient,educational,informational,What do I need to know about pooler post office,7.5,Generated from keyword: pooler post office,,,,
gen_1775839515850_4584,Online Shopper / Package Recipient,educational,informational,I want to get jfk zip code as a gift — where should I look,7.5,Generated from keyword: jfk zip code,,,,
gen_1775839515858_4877,Online Shopper / Package Recipient,educational,informational,Can you help me understand the options for track windsor order,6.5,Generated from keyword: track windsor order,,,,
gen_1775839515865_3586,Online Shopper / Package Recipient,educational,informational,What do I need to know about local warehouse shein,6.5,Generated from keyword: local warehouse shein,,,,
gen_1775839515878_2718,Online Shopper / Package Recipient,educational,informational,I'm researching delivery attempted — what should I know before buying,7.5,Generated from keyword: delivery attempted,,,,
gen_1775839515886_2609,Online Shopper / Package Recipient,educational,informational,What should I look for when buying track colis,9.0,Generated from keyword: track colis,,,,
gen_1775839515891_1683,Online Shopper / Package Recipient,educational,informational,Tell me about united states postal service springfield reviews,6.5,Generated from keyword: united states postal service springfield reviews,,,,
gen_1775839515899_2414,Online Shopper / Package Recipient,educational,informational,I want to get does ups deliver saturday as a gift — where should I look,7.5,Generated from keyword: does ups deliver saturday,,,,
gen_1775839515909_9466,Online Shopper / Package Recipient,educational,informational,What should I look for when buying ups vacation hold,8.5,Generated from keyword: ups vacation hold,,,,
gen_1775839515916_7851,Online Shopper / Package Recipient,educational,informational,Looking for wanb express that's actually good quality,7.5,Generated from keyword: wanb express,,,,
gen_1775839515929_5444,Online Shopper / Package Recipient,educational,informational,Can you help me understand the options for usps 배송조회,7.5,Generated from keyword: usps 배송조회,,,,
gen_1775839515936_8792,Online Shopper / Package Recipient,educational,informational,Trying to find a good shipbob inc — any ideas,7.5,Generated from keyword: shipbob inc,,,,
gen_1775839515949_3922,Online Shopper / Package Recipient,educational,informational,I'd like to learn about different how long does shein take to deliver to california options,7.5,Generated from keyword: how long does shein take to deliver to california,,,,
gen_1775839515960_3544,Online Shopper / Package Recipient,business,transactional,What's the best website to buy aliexpress codes,7.0,Generated from keyword: aliexpress codes,,,,
gen_1775839515966_1383,Online Shopper / Package Recipient,educational,navigational,I want to get aliexpress website as a gift — where should I look,7.0,Generated from keyword: aliexpress website,,,,
gen_1775839515976_1415,Online Shopper / Package Recipient,educational,informational,I'd like to learn about different out for delivery options,7.5,Generated from keyword: out for delivery,,,,
gen_1775839515983_3042,Online Shopper / Package Recipient,educational,informational,I'm researching lastmile shein — what should I know before buying,6.5,Generated from keyword: lastmile shein,,,,
gen_1775839515991_3429,Online Shopper / Package Recipient,educational,informational,I'm researching aliexpress tracking — what should I know before buying,7.5,Generated from keyword: aliexpress tracking,,,,
gen_1775839516001_6558,Online Shopper / Package Recipient,educational,informational,Can you help me understand the options for shoppers fredericton,7.5,Generated from keyword: shoppers fredericton,,,,
gen_1775839516010_3630,Online Shopper / Package Recipient,educational,informational,Is UniUni a good brand,6.5,Generated from keyword: uniuni brossard,,,,
gen_1775839516013_3595,Online Shopper / Package Recipient,educational,informational,I need does ups work on sunday but don't know where to start,7.5,Generated from keyword: does ups work on sunday,,,,
gen_1775839516021_6577,Online Shopper / Package Recipient,educational,informational,What should I look for when buying does usps deliver sundays,7.5,Generated from keyword: does usps deliver sundays,,,,
gen_1775839516029_6920,Online Shopper / Package Recipient,educational,informational,I'm researching how long does aliexpress take to deliver — what should I know before buying,7.5,Generated from keyword: how long does aliexpress take to deliver,,,,
gen_1775839516040_9695,Online Shopper / Package Recipient,educational,informational,What do I need to know about distribution de la brea,6.5,Generated from keyword: distribution de la brea,,,,
gen_1775839516048_2248,Online Shopper / Package Recipient,educational,informational,Can you help me understand the options for boxing day stat holiday bc,7.5,Generated from keyword: boxing day stat holiday bc,,,,
gen_1775839516057_8255,Online Shopper / Package Recipient,educational,informational,What makes a good yesstyle shipping time,7.5,Generated from keyword: yesstyle shipping time,,,,
gen_1775839516064_5893,Online Shopper / Package Recipient,educational,informational,What do I need to know about 17 track,7.5,Generated from keyword: 17 track,,,,
gen_1775839516070_5345,Online Shopper / Package Recipient,educational,informational,What should I look for when buying code postal saint louis,7.5,Generated from keyword: code postal saint louis,,,,
gen_1775839516078_4921,Online Shopper / Package Recipient,educational,informational,What should I look for when buying windsor package tracking,6.5,Generated from keyword: windsor package tracking,,,,
gen_1775839516087_3057,Online Shopper / Package Recipient,educational,informational,I'd like to learn about different aliexpress selection standard options,7.5,Generated from keyword: aliexpress selection standard,,,,
gen_1775839516097_7137,Online Shopper / Package Recipient,educational,informational,Tell me about the best amazon markham available,7.5,Generated from keyword: amazon markham,,,,
gen_1775839516104_4613,Online Shopper / Package Recipient,educational,informational,I want to get how long does temu take to ship to canada as a gift — where should I look,7.5,Generated from keyword: how long does temu take to ship to canada,,,,
gen_1775839516118_5684,Online Shopper / Package Recipient,educational,informational,What do I need to know about aliexpress standard shipping,7.5,Generated from keyword: aliexpress standard shipping,,,,
gen_1775839516127_2443,Online Shopper / Package Recipient,educational,informational,What's the best aliexpress delivery time out there right now,7.5,Generated from keyword: aliexpress delivery time,,,,
gen_1775839516136_7558,Online Shopper / Package Recipient,educational,informational,What should I look for when buying how late do fedex drivers deliver,6.5,Generated from keyword: how late do fedex drivers deliver,,,,
gen_1775839516146_6436,Online Shopper / Package Recipient,educational,informational,I'm researching track shein order — what should I know before buying,8.5,Generated from keyword: track shein order,,,,
gen_1775839516155_3251,Online Shopper / Package Recipient,educational,informational,I'm researching what does custom clearance completed mean — what should I know before buying,7.5,Generated from keyword: what does custom clearance completed mean,,,,
gen_1775839516171_9796,Online Shopper / Package Recipient,educational,informational,What makes a good shein free shipping sunday,7.0,Generated from keyword: shein free shipping sunday,,,,
gen_1775839516178_2689,Online Shopper / Package Recipient,educational,informational,Tell me about the best 17tracker available,7.0,Generated from keyword: 17tracker,,,,
gen_1775839516185_5540,Online Shopper / Package Recipient,educational,informational,What's the best rastreo aliexpress out there right now,8.5,Generated from keyword: rastreo aliexpress,,,,
gen_1775839516194_3388,Online Shopper / Package Recipient,educational,informational,Can you help me understand the options for fedex calgary,8.5,Generated from keyword: fedex calgary,,,,
gen_1775839516210_3157,Logistics / 3PL Decision Maker,educational,informational,Can you help me understand the options for redirect usps package,7.5,Generated from keyword: redirect usps package,,,,
gen_1775839516220_3923,Logistics / 3PL Decision Maker,educational,informational,Tell me about the best gateway transit in available,6.5,Generated from keyword: gateway transit in,,,,
gen_1775839516229_3395,Logistics / 3PL Decision Maker,business,commercial,Can you tell me about expedite shipment meaning shein,6.0,Generated from keyword: expedite shipment meaning shein,,,,
gen_1775839516238_1383,Logistics / 3PL Decision Maker,educational,informational,I'd like to learn about different 647 area code options,7.5,Generated from keyword: 647 area code,,,,
gen_1775839516247_9243,Logistics / 3PL Decision Maker,educational,informational,I'm researching fredericton express — what should I know before buying,7.5,Generated from keyword: fredericton express,,,,
gen_1775839516256_1009,Logistics / 3PL Decision Maker,educational,informational,Can you help me understand the options for uni delivery,7.5,Generated from keyword: uni delivery,,,,
gen_1775839516266_2793,Logistics / 3PL Decision Maker,educational,informational,I'd like to learn about different cancel temu order options,7.0,Generated from keyword: cancel temu order,,,,
gen_1775839516276_7079,Logistics / 3PL Decision Maker,educational,informational,What makes a good uui,7.5,Generated from keyword: uui,,,,
gen_1775839516280_6206,Logistics / 3PL Decision Maker,educational,informational,What should I look for when buying temu package,7.5,Generated from keyword: temu package,,,,
gen_1775839516288_9022,Logistics / 3PL Decision Maker,educational,informational,What do I need to know about 100 broadview ave,7.5,Generated from keyword: 100 broadview ave,,,,
gen_1775839516296_9646,Logistics / 3PL Decision Maker,educational,informational,Tell me about the best last-mile delivery available,7.5,Generated from keyword: last-mile delivery,,,,
gen_1775839516305_5370,Logistics / 3PL Decision Maker,educational,informational,What should I look for when buying aliexpress logo,7.5,Generated from keyword: aliexpress logo,,,,
gen_1775839516313_7995,Logistics / 3PL Decision Maker,business,transactional,Where can I order shein return label right now,7.0,Generated from keyword: shein return label,,,,
gen_1775839516321_5254,Logistics / 3PL Decision Maker,educational,informational,I'd like to learn about different uniglobe options,7.5,Generated from keyword: uniglobe,,,,
gen_1775839516330_4636,Logistics / 3PL Decision Maker,educational,informational,What's the best 17 track out there right now,7.5,Generated from keyword: 17 track,,,,
gen_1775839516338_8170,Logistics / 3PL Decision Maker,educational,informational,Can you help me find the best aliexpress package tracking,7.5,Generated from keyword: aliexpress package tracking,,,,
gen_1775839516347_5075,Logistics / 3PL Decision Maker,educational,informational,What makes a good 17travk,7.0,Generated from keyword: 17travk,,,,
gen_1775839516352_7516,Logistics / 3PL Decision Maker,educational,informational,I want to get ups drop off calgary as a gift — where should I look,7.5,Generated from keyword: ups drop off calgary,,,,
gen_1775839516364_2177,Logistics / 3PL Decision Maker,educational,informational,I'm curious about yuni meaning,7.5,Generated from keyword: yuni meaning,,,,
gen_1775839516370_1121,Logistics / 3PL Decision Maker,educational,informational,I'd like to learn about different 647 phone number options,7.5,Generated from keyword: 647 phone number,,,,
gen_1775839516380_3745,Logistics / 3PL Decision Maker,educational,informational,What should I look for when buying shein fermeture,6.5,Generated from keyword: shein fermeture,,,,
gen_1775839516388_6322,Logistics / 3PL Decision Maker,educational,informational,I need unin but don't know where to start,7.5,Generated from keyword: unin,,,,
gen_1775839516396_8510,Logistics / 3PL Decision Maker,educational,informational,What should I look for when buying shein parcel,7.5,Generated from keyword: shein parcel,,,,
gen_1775839516404_5165,Logistics / 3PL Decision Maker,educational,informational,I'm looking for information about eta meaning text,7.5,Generated from keyword: eta meaning text,,,,
gen_1775839516417_8729,Logistics / 3PL Decision Maker,educational,informational,What's the best un prefix out there right now,8.5,Generated from keyword: un prefix,,,,
gen_1775839516436_2379,Logistics / 3PL Decision Maker,educational,informational,What should I look for when buying gofo express,8.5,Generated from keyword: gofo express,,,,
gen_1775839516449_8399,Logistics / 3PL Decision Maker,educational,informational,Trying to find a good eugene wwe — any ideas,7.5,Generated from keyword: eugene wwe,,,,
